[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣無法大罷工，因人民愚昧自私-[Author]enel1111 (私法制裁者)[Date]Mon Jul  6 22-07-12.txt[reson]time data u'Mon Jul  6 22:07:12' does not match format '%a %b %d %H:%M:%S %Y'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣的低薪現象還有得救嗎-[Author]freeunixer (離自相空她相)[Date]Mon Jul  6 00-18-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 現代人還會在意住4樓嗎--[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Thu Apr 30 15-39-55 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 現在還有熱門PC單機遊戲嗎？[Author]Super5566 (超級❺❺❻❻)[Date]Thu Apr 16 22-32-04 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 男女AA制的真相[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Wed Jun 24 19-40-31 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 男女全面徵兵制是最好的[Author]hrma (資深象迷)[Date]Thu Apr 23 22-40-32 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 男孩們都怎ㄇ把5O嵐的珍珠喝完？☺[Author]aroo ()[Date]Fri Jun 26 13-23-06 2015.txt[reson]'cp950' codec can't encode character u'\u263a' in position 72: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 男考國營事業，女生會嫌棄嗎？[Author]bota (llll)[Date]Sun Jul 12 11-09-56 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 當兵到底學到什麼 （認真[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Sat Apr 25 05-41-41 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 當兵到底學到什麼 （認真[Author]hrma (資深象迷)[Date]Sun Apr 26 00-18-23 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 看過最好前五電影？[Author]HTC92 (中国台湾人的驕傲-92共識)[Date]Mon Apr 27 20-11-44 2015.txt[reson]'cp950' codec can't encode character u'\u56fd' in position 81: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 真正霸凌Cindy的人現在在幹嘛？[Author]ImNot5566 (❺❺❻❻)[Date]Thu Apr 23 15-59-39 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 真的看得到會一直和別人講嗎[Author]bencheming (斑鳩明)[Date]Mon Apr 20 23-41-45 2015.txt[reson]time data u'2015/#1Ib_rzjp (Gossiping)' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 碟仙到底是真是假-[Author]wearetheweal (超甜無糖綠)[Date]Tue Apr 28 23-40-49 2015.txt[reson]time data u'2015/04/29                             \u4e16\u4e8b\u96e3\u6599\u963f!!!\u8aaa\u4e0d\u5b9a\u5c0d\u5cb8\u958b\u7d66\u6211\u5011\u5f88\u68d2\u7684\u689d\u4ef6' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 租屋限女生可以嗎？[Author]iris1202 (羣羊)[Date]Sat Jul 11 18-39-00 2015.txt[reson]'cp950' codec can't encode character u'\u7fa3' in position 83: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 穿5000元的鞋子跑步是什麼感覺[Author]Charlie5566 (白石(⊙)(⊙)❺❺❻❻)[Date]Fri Apr 17 23-56-48 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 粉塵爆炸 工作人員會不會也有罪-[Author]Greatgenius (雷達 X 守望)[Date]Sun Jun 28 04-18-44 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 粉塵爆炸是哪一年的國中課本有？[Author]DCHC (純愛基本教義派♥)[Date]Mon Jun 29 20-12-53 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 粉塵跑步[Author]BigRainYin (BigRainヽ( ・∀・)ノ)[Date]Sun Jun 28 02-21-03 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 粉塵跑步[Author]chenxfu (やめて!やめて!あ♥は~ん)[Date]Sun Jun 28 02-16-12 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 肥宅們以後會排斥去養老院嗎？[Author]chenxfu (やめて!やめて!あ♥は~ん)[Date]Thu Jun 25 22-46-27 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 肥宅怎樣才會變瘦[Author]Pavano (帕瓦諾)[Date]Tue Jul 14 02-58-23 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 肥宅打-3     -------很噁心嗎[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sat Jul 11 17-16-04 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 108: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 肥宅會辦costco卡嗎[Author]JACKY7 (愛情販賣機™)[Date]Fri Apr 17 17-39-05 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 臺灣的民主真的不夠成熟嗎-[Author]DCHC (純愛基本教義派♥)[Date]Fri Apr 24 10-34-59 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 英文講得比台語好很可悲嗎[Author]lpy1810 (歪了就喬好)[Date]Fri Apr 24 02-13-51 2015.txt[reson]time data u'2015/04/24' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 被日本鄉民嘲笑的八卦[Author]FrankLP (潮騒のメモリー )[Date]Mon Jun 29 18-22-32 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 被蜘蛛咬到會怎樣[Author]belleaya (台中李奧納多皮卡堺雅人)[Date]Mon Jul 13 22-21-59 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 補習班[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Wed Apr 22 13-32-14 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 褚士瑩：請跟PTT分手吧！[Author]Liaooo (廖震)[Date]Wed Apr 29 18-36-48 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 要和日本人成為好朋友要多久？[Author]FrankLP (潮騒のメモリー )[Date]Sat Apr 25 12-55-45 2015.txt[reson]'cp950' codec can't encode character u'\u9a12' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 覇凌cindy楊的H氏和鄭捷[Author]vaizravana (VA)[Date]Sat Apr 25 11-56-26 2015.txt[reson]'cp950' codec can't encode character u'\u8987' in position 56: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 買20.30年以上老屋的人 是不是很蠢[Author]ceca (生活藝術大師￼ ￾ ￼N￼)[Date]Thu Jun 25 01-53-13 2015.txt[reson]'cp950' codec can't encode character u'\ufffc' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 足控的人真的會去舔女生腳趾嗎[Author]YU0121 (愛玉冰™)[Date]Fri Apr 24 22-52-15 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 鏡音王國的八卦[Author]DarkIllusion (′･ω･‵)[Date]Sun Apr 26 00-26-37 2015.txt[reson]'cp950' codec can't encode character u'\uff65' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 關羽放走曹操怎麼都沒人罵-[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Thu Jun 25 16-37-35 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 阿不就一個破麻被燒到，有什麼好報的？[Author]jeanvanjohn (尚市長)[Date]Mon Jun 29 20-16-23 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 雨宮天憑什麼當主角[Author]jeanvanjohn (尚市長)[Date]Sun Apr 19 20-03-51 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 面試前先問薪水[Author]GoldDeath (有事寫信請勿傳訊)[Date]Thu Jun 25 23-54-32 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 韓國為何沒人感謝日本建設[Author]DCHC (純愛基本教義派♥)[Date]Sat Apr 18 17-42-10 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 高中段考最低分數的八卦？[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Tue Apr 28 23-56-34 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 高雄負債2500億的八卦-[Author]DarkAlex (毎日感謝の正拳突き1万回)[Date]Sat Jul 11 10-23-22 2015.txt[reson]'cp950' codec can't encode character u'\u6bce' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 高雄負債2500億的八卦-[Author]hatenese (遇到   ，嗯)[Date]Sat Jul 11 23-07-59 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 魚其實滿不便宜的八卦....[Author]akira911 (ビギナー Beginner)[Date]Thu Apr 30 09-02-43 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 魚其實滿不便宜的八卦....[Author]HeavensCloud (-)[Date]Thu Apr 30 01-26-14 2015.txt[reson]time data u'2015/04/30' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 魚其實滿不便宜的八卦....[Author]ting0522 (ting)[Date]Tue Apr 28 22-13-33 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 鷹眼 傑瑞米雷納長得很像某個台灣藝人[Author]belleaya (台中李奧納多皮卡堺雅人)[Date]Sun Apr 26 10-18-50 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 100: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦] 黑暗料理界邪惡的點到底在哪裡？[Author]KingKingCold (お元気ですか-私元気です)[Date]Wed Apr 22 22-55-01 2015.txt[reson]'cp950' codec can't encode character u'\u6c17' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]40歲後單身又沒小孩會多孤單-[Author]JACKY7 (愛情販賣機™)[Date]Sat Apr 25 00-16-08 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]搭經濟艙是什麼感覺-[Author]belleaya (台中李奧納多皮卡堺雅人)[Date]Tue Jul 14 11-31-12 2015.txt[reson]'cp950' codec can't encode character u'\u583a' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]會去參加粉塵ＰＡＲＴＹ的~通常是哪種[Author]journeytou (阿米)[Date]Mon Jun 29 02-41-34 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]會去參加粉塵ＰＡＲＴＹ的~通常是哪種[Author]MadeInChina (中國製造™)[Date]Mon Jun 29 01-27-11 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]有沒有一場大甲媽大家只看得到八嗄冏的八[Author]KingKingCold (お元気ですか-私元気です)[Date]Sun Apr 19 13-20-28 2015.txt[reson]'cp950' codec can't encode character u'\u6c17' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]有沒有考試最怕前後左右坐什麼人的八卦- [Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sun Jul 12 16-18-15 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 106: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]有沒有部分鄉民搞不懂什麼叫霸凌的掛？[Author]turbomons (Τ-taʊ-)[Date]Fri Apr 24 21-49-13 2015.txt[reson]'cp950' codec can't encode character u'\u028a' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]有沒有鄭公鄭先生的八卦？[Author]ceca (生活藝術大師￼ ￾ ￼N￼)[Date]Sat Apr 25 23-43-43 2015.txt[reson]'cp950' codec can't encode character u'\ufffc' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]監考要抓作弊嗎[Author]noesy1123 (天気晴朗ナレドモ 浪高シ)[Date]Wed Jun 24 10-25-57 2015.txt[reson]'cp950' codec can't encode character u'\u6c17' in position 82: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]若統計出來八仙事件受傷的理組居多會怎樣-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Mon Jun 29 06-14-57 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問卦]記者正確是  -[Author]ComeThrough (☁)[Date]Thu Apr 23 10-22-37 2015.txt[reson]'cp950' codec can't encode character u'\u2601' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [問題] 有無龍家俊的八卦[Author]Jupiterz (Jupiter)[Date]Sun Nov 19 23-48-13 2006.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [好奇] 裹小腳[Author]GoldenBean (幸福很遠路很長)[Date]Sun Nov 19 00-18-31 2006.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞]  打擊惡意放空陸股，公安部出動[Author]bota (llll)[Date]Sun Jul 12 09-39-57 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 1次2萬元　新加坡爆乳女gg了[Author]takahashikag (奥様は正妻空母)[Date]Sat Jun 27 18-18-47 2015.txt[reson]'cp950' codec can't encode character u'\u5965' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 50嵐疑中鏢 立委質疑食藥署擺烏龍[Author]YU0121 (愛玉冰™)[Date]Sat Apr 25 01-03-02 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 50嵐脆梅二氧化硫超標 原料下架回收[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Mon Jul 13 01-01-45 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 5月限電　引發擁核反核網友大論戰[Author]DCHC (純愛基本教義派♥)[Date]Thu Apr 16 13-01-25 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 96家門市停業 英國藍負責人哽咽道歉[Author]shadowomega (F NeverDie￾ ￾ )[Date]Wed Apr 22 12-23-47 2015.txt[reson]'cp950' codec can't encode character u'\ufffe' in position 105: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] PTT鄉民挨告 竟是6律師1法官[Author]akira911 (ビギナー Beginner)[Date]Fri Apr 24 11-31-31 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] T-ara斬獲第三屆音樂V榜年度盛典三冠王[Author]oimeiji (kuro)[Date]Fri Apr 17 18-40-23 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「不會撤出台灣」麥當勞聲明：將轉型授權[Author]mindming ( )[Date]Wed Jun 24 20-45-43 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「大人」騙高中生 副署長變副組長[Author]hatenese (遇到   ，嗯)[Date]Mon Jul 13 22-07-48 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「我們是祭典 不是表演」花東原民部落拒[Author]hatenese (遇到   ，嗯)[Date]Sat Jul 11 11-19-46 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「艦隊これくしょん」2周年絵心がある提[Author]jeanvanjohn (尚市長)[Date]Fri Apr 24 19-53-35 2015.txt[reson]'cp950' codec can't encode character u'\u7d75' in position 69: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「要活下去！」90%燒傷黃博煒今中午截肢[Author]freeunixer (離自相空她相)[Date]Mon Jul 13 21-31-51 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 「逼人用新台幣處罰！」義美冰品果汁含量[Author]LEOIEIRI (凛として花一輪)[Date]Wed Apr 29 21-25-06 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 上俄羅斯新聞了[Author]suzhou (☂☁☁☁☂)[Date]Sun Jun 28 03-19-50 2015.txt[reson]'cp950' codec can't encode character u'\u2602' in position 79: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 中山堂慶祝抗戰勝利活動 黃智賢：被柯文[Author]DCHC (純愛基本教義派♥)[Date]Sat Jun 27 22-33-29 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\01.ptt_old\[Title]Re- [新聞] 中研院民調：29歲以下6成人支持徵兵[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Mon Apr 20 15-17-18 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 96: illegal multibyte sequence
